	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
RhASF-10_1_129	RhASF-10	1	129	128884	129873	1	C	K18851	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]	MER0098303	S09X	MER0098303 - family S9 non-peptidase homologues (Rhodococcus erythropolis) [S09.UNW]#S09X#{peptidase unit: 89-332}~source ZP_04383184~	True	0.737	366.0	5.375e-112	Putative esterase [PF00756.25]	CE1	CE1 acetyl xylan esterase (EC 3.1.1.72); cinnamoyl esterase (EC 3.1.1.-); feruloyl esterase (EC 3.1.1.73); carboxylesterase (EC 3.1.1.1); S-formylglutathione hydrolase (EC 3.1.2.12); diacylglycerol O-acyltransferase (EC 2.3.1.20); trehalose 6-O-mycolyltransferase (EC 2.3.1.122)	2.3.1.122,3.1.1.72,3.2.1.8,3.1.1.-,2.3.1.20	CE1.hmm	0
RhASF-10_1_130	RhASF-10	1	130	130015	130275	1	E															0
RhASF-10_1_131	RhASF-10	1	131	130325	130915	-1	D										CsbD-like [PF05532.17]					0
RhASF-10_1_132	RhASF-10	1	132	131102	132124	-1	D										DUF218 domain [PF02698.22]					0
RhASF-10_1_133	RhASF-10	1	133	132144	132788	-1	D										Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_134	RhASF-10	1	134	133189	134754	1	C	K10215	monooxygenase [EC:1.14.13.-]								Flavin-binding monooxygenase-like [PF00743.24]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.11]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]; L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase [PF13434.11]; NAD(P)-binding Rossmann-like domain [PF13450.11]; FAD-NAD(P)-binding [PF13454.11]; Thi4 family [PF01946.22]					0
RhASF-10_1_135	RhASF-10	1	135	134776	135597	1	D			MER0096217	S33	MER0096217 - family S33 unassigned peptidases (Rhodococcus jostii) [S33.UPW]#S33#{peptidase unit: 9-251}~source ABG93004~	False	0.545	254.0	1.583e-74	alpha/beta hydrolase fold [PF00561.25]; Alpha/beta hydrolase family [PF12697.12]; Serine aminopeptidase, S33 [PF12146.13]; Esterase FrsA-like [PF06500.16]					0
RhASF-10_1_136	RhASF-10	1	136	135717	136271	1	D										Tetracyclin repressor-like, C-terminal domain [PF19344.4]; Tetracyclin repressor-like, C-terminal domain [PF21943.1]					0
RhASF-10_1_137	RhASF-10	1	137	136276	137685	-1	D										ABC1 atypical kinase-like domain [PF03109.21]					0
RhASF-10_1_138	RhASF-10	1	138	137685	138773	-1	C	K15983	3-ketosteroid 9alpha-monooxygenase subunit B [EC:1.14.15.30]								Oxidoreductase FAD-binding domain [PF00970.29]; Oxidoreductase NAD-binding domain [PF00175.26]; 2Fe-2S iron-sulfur cluster binding domain [PF00111.32]; Dimethylamine monooxygenase subunit DmmA-like, N-terminal domain [PF22290.1]					0
RhASF-10_1_139	RhASF-10	1	139	138886	139893	1	C	K14731	epsilon-lactone hydrolase [EC:3.1.1.83]	MER0116866	S09X	MER0116866 - family S9 non-peptidase homologues (Mycobacterium abscessus) [S09.UNW]#S09X#{peptidase unit: 420-656}~source YP_001704780~	False	0.63	294.0	4.523e-87	alpha/beta hydrolase fold [PF07859.18]; Steryl acetyl hydrolase [PF10340.14]; BD-FAE [PF20434.3]; Prolyl oligopeptidase family [PF00326.26]					0
RhASF-10_1_140	RhASF-10	1	140	139890	140768	1	D										short chain dehydrogenase [PF00106.30]; Enoyl-(Acyl carrier protein) reductase [PF13561.11]; KR domain [PF08659.15]					0
RhASF-10_1_141	RhASF-10	1	141	140770	141690	1	E															0
RhASF-10_1_142	RhASF-10	1	142	141687	143222	1	D										Flavin-binding monooxygenase-like [PF00743.24]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.11]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]; L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase [PF13434.11]; NAD(P)-binding Rossmann-like domain [PF13450.11]					0
RhASF-10_1_143	RhASF-10	1	143	143219	144037	1	D										MerR HTH family regulatory protein [PF13411.11]					0
RhASF-10_1_144	RhASF-10	1	144	144117	144323	1	E															0
RhASF-10_1_145	RhASF-10	1	145	144392	144949	1	D										DUF218 domain [PF02698.22]					0
RhASF-10_1_146	RhASF-10	1	146	144960	145325	-1	E															0
RhASF-10_1_147	RhASF-10	1	147	145322	145591	-1	C	K06199	fluoride exporter								CrcB-like protein, Camphor Resistance (CrcB) [PF02537.20]					0
RhASF-10_1_148	RhASF-10	1	148	145723	146172	-1	E															0
RhASF-10_1_149	RhASF-10	1	149	146278	146664	1	C	K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]								Histidine kinase-like ATPase domain [PF13581.11]					0
RhASF-10_1_150	RhASF-10	1	150	146695	148485	1	D										ABC transporter [PF00005.32]; ABC transporter transmembrane region [PF00664.28]					0
RhASF-10_1_151	RhASF-10	1	151	148501	148884	-1	E															0
RhASF-10_1_152	RhASF-10	1	152	148975	149484	-1	C	K25307	low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48]								Low molecular weight phosphotyrosine protein phosphatase [PF01451.26]					0
RhASF-10_1_153	RhASF-10	1	153	149627	150985	1	D										Hsp70 protein [PF00012.25]					0
RhASF-10_1_154	RhASF-10	1	154	151008	151946	-1	C	K18353	vancomycin resistance protein VanJ								Endonuclease/Exonuclease/phosphatase family [PF03372.28]					0
RhASF-10_1_155	RhASF-10	1	155	152305	153309	1	D										Domain of unknown function (DUF1839) [PF08893.15]					0
RhASF-10_1_156	RhASF-10	1	156	153306	155726	1	C	K01192	beta-mannosidase [EC:3.2.1.25]								Glycosyl hydrolase 2 galactose-binding domain-like [PF22666.1]; Glycosyl hydrolases family 2, TIM barrel domain [PF02836.22]; Ig-fold domain [PF17753.6]	GH2	GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146); beta-glucosidase (EC 3.2.1.21); beta-galacturonidase RGII specific (EC 3.2.1.-); glycyrrhizin beta-glucuronidase (EC 3.2.1.128)	3.2.1.128,3.2.1.146,3.2.1.152,3.2.1.165,3.2.1.185,3.2.1.21,3.2.1.23,3.2.1.25,3.2.1.31,3.2.1.37,3.2.1.55,3.2.1.-,3.2.1.52	GH2.hmm	0
RhASF-10_1_157	RhASF-10	1	157	155770	156732	-1	C	K22844	glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356]								Glycosyl transferase family 2 [PF00535.31]					0
RhASF-10_1_158	RhASF-10	1	158	156729	157580	-1	D										Glycosyl transferase family 2 [PF00535.31]; Glycosyltransferase like family 2 [PF13641.11]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
RhASF-10_1_159	RhASF-10	1	159	157800	160049	-1	E															0
RhASF-10_1_160	RhASF-10	1	160	160030	161316	-1	C	K22844	glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356]								Glycosyltransferase like family 2 [PF13641.11]; Glycosyl transferase family 2 [PF00535.31]; Glycosyltransferase like family 2 [PF10111.14]; Glycosyl transferase family group 2 [PF13632.11]	GT27; GT2_Glycos_transf_2; GT2_Glyco_tranf_2_3	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-); GT27 polypeptide alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.41)	2.4.1.41	GT2_Glycos_transf_2.hmm	0
RhASF-10_1_161	RhASF-10	1	161	161363	162343	-1	D										Glycosyl hydrolases family 16 [PF00722.27]; Beta-glucan synthesis-associated protein SKN1/KRE6/Sbg1 [PF03935.21]	GH16; GH16_3; GH16_4; GH16_5; GH16_6; GH16_7	GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); beta-carrageenase (EC 3.2.1.-)	; 3.2.1.21,3.2.1.39,3.2.1.6,3.2.1.73,3.2.1.-; 3.2.1.39; 3.2.1.6	GH16_3.hmm	0
RhASF-10_1_162	RhASF-10	1	162	162340	163050	-1	D										Protein of unknown function (DUF998) [PF06197.18]					0
RhASF-10_1_163	RhASF-10	1	163	163047	164333	-1	E															0
RhASF-10_1_164	RhASF-10	1	164	164330	166012	-1	E															0
RhASF-10_1_165	RhASF-10	1	165	166009	167781	-1	D			MER0174085	S09X	MER0174085 - family S9 non-peptidase homologues (Rhodococcus opacus) [S09.UNW]#S09X#{peptidase unit: 33-256}~source BAH54076~	False	0.558	241.0	1.722e-65	Serine aminopeptidase, S33 [PF12146.13]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.23]					0
RhASF-10_1_166	RhASF-10	1	166	167825	168772	-1	D										tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.30]					0
RhASF-10_1_167	RhASF-10	1	167	168772	169926	-1	D										Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]; Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]					0
RhASF-10_1_168	RhASF-10	1	168	169931	170188	-1	E															0
RhASF-10_1_169	RhASF-10	1	169	170439	171845	1	D										Hsp70 protein [PF00012.25]					0
RhASF-10_1_170	RhASF-10	1	170	172021	173970	1	D										Hsp70 protein [PF00012.25]					0
RhASF-10_1_171	RhASF-10	1	171	173977	174501	-1	C	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein								Lrp/AsnC ligand binding domain [PF01037.26]; AsnC-type helix-turn-helix domain [PF13404.11]					0
RhASF-10_1_172	RhASF-10	1	172	174618	175700	1	C	K00259	alanine dehydrogenase [EC:1.4.1.1]								Alanine dehydrogenase/PNT, C-terminal domain [PF01262.26]; Alanine dehydrogenase/PNT, N-terminal domain [PF05222.20]					0
RhASF-10_1_173	RhASF-10	1	173	175771	177132	-1	D										YibE/F-like protein [PF07907.16]					0
RhASF-10_1_174	RhASF-10	1	174	177358	178608	-1	C	K14260	alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]								Aminotransferase class I and II [PF00155.26]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.22]; Beta-eliminating lyase [PF01212.26]					0
RhASF-10_1_175	RhASF-10	1	175	178696	179433	1	D										SOS response associated peptidase (SRAP) [PF02586.19]					0
RhASF-10_1_176	RhASF-10	1	176	179438	179665	-1	D										Protein of unknown function (DUF3263) [PF11662.13]					0
RhASF-10_1_177	RhASF-10	1	177	179706	181679	1	D			MER0100174	S09X	MER0100174 - puromycin hydrolase (Rhodococcus erythropolis) [S09.072]#S09X#{peptidase unit: 391-625}~source BAH32041~	True	0.855	418.0	1.571e-124	Prolyl oligopeptidase family [PF00326.26]; alpha/beta hydrolase fold [PF07859.18]; Dienelactone hydrolase family [PF01738.23]; Phospholipase/Carboxylesterase [PF02230.21]					0
RhASF-10_1_178	RhASF-10	1	178	181672	181941	-1	E															0
RhASF-10_1_179	RhASF-10	1	179	182031	183023	-1	E															0
RhASF-10_1_180	RhASF-10	1	180	183433	186672	-1	C	K08264	heterodisulfide reductase subunit D [EC:1.8.98.1]								Cysteine-rich domain [PF02754.21]; 4Fe-4S dicluster domain [PF13183.11]					0
RhASF-10_1_181	RhASF-10	1	181	187260	187916	1	E															0
RhASF-10_1_182	RhASF-10	1	182	188086	189204	1	D										Acetyltransferase (GNAT) domain [PF13480.12]					0
RhASF-10_1_183	RhASF-10	1	183	189201	190322	-1	D			MER0174068	S01E	MER0174068 - subfamily S1E unassigned peptidases (Rhodococcus opacus) [S01.UPE]#S01E#{peptidase unit: 214-434}~source BAH53794~	False	0.583	250.0	1.658e-71						0
RhASF-10_1_184	RhASF-10	1	184	190410	191708	-1	D			MER0151439	S01E	MER0151439 - subfamily S1E unassigned peptidases (Rhodococcus jostii) [S01.UPE]#S01E#{peptidase unit: 205-435}~source ABG97262~	False	0.642	294.0	1.268e-85						0
RhASF-10_1_185	RhASF-10	1	185	191784	193424	-1	D										Hsp70 protein [PF00012.25]					0
RhASF-10_1_186	RhASF-10	1	186	193421	194578	-1	E															0
RhASF-10_1_187	RhASF-10	1	187	194621	197128	-1	D										Bacterial regulatory proteins, luxR family [PF00196.24]					0
RhASF-10_1_188	RhASF-10	1	188	197136	198899	-1	D										Hsp70 protein [PF00012.25]					0
RhASF-10_1_189	RhASF-10	1	189	199161	201650	1	E															0
RhASF-10_1_190	RhASF-10	1	190	201816	203624	1	D										Dynamin family [PF00350.28]					0
RhASF-10_1_191	RhASF-10	1	191	203621	205081	1	D										Dynamin family [PF00350.28]; Interferon-inducible GTPase (IIGP) [PF05049.18]					0
RhASF-10_1_192	RhASF-10	1	192	205070	205591	-1	E															0
RhASF-10_1_193	RhASF-10	1	193	205670	207850	-1	D										Alpha amylase, catalytic domain [PF00128.29]	GH13_33	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); amino acid transporter; [retaining] sucrose 6(F)-phosphate phosphorylase (EC 2.4.1.329); [retaining] glucosylglycerol phosphorylase (EC 2.4.1.359); ; Glucosylglycerate phosphorylase (EC 2.4.1.352); [retaining] sucrose alpha-glucosidase (EC 3.2.1.48); oligosaccharide alpha-4-glucosyltransferase (EC 2.4.1.161); [retaining] alpha-amylase (EC 3.2.1.1);	5.4.99.16	GH13_33.hmm	0
RhASF-10_1_194	RhASF-10	1	194	208148	208651	1	E															0
RhASF-10_1_195	RhASF-10	1	195	208950	210794	1	C	K04043	molecular chaperone DnaK								Hsp70 protein [PF00012.25]; MreB/Mbl protein [PF06723.18]					0
RhASF-10_1_196	RhASF-10	1	196	210791	211423	1	C	K03687	molecular chaperone GrpE								GrpE [PF01025.24]					0
RhASF-10_1_197	RhASF-10	1	197	211453	212625	1	C	K03686	molecular chaperone DnaJ								DnaJ C terminal domain [PF01556.23]; DnaJ central domain [PF00684.24]; DnaJ domain [PF00226.36]					1
RhASF-10_1_198	RhASF-10	1	198	212625	213041	1	C	K13640	MerR family transcriptional regulator, heat shock protein HspR								MerR HTH family regulatory protein [PF13411.11]; MerR HTH family regulatory protein [PF13591.11]; MerR family regulatory protein [PF00376.28]					0
RhASF-10_1_199	RhASF-10	1	199	213538	214227	1	D										Oxidoreductase NAD-binding domain [PF00175.26]; Oxidoreductase FAD-binding domain [PF00970.29]					0
RhASF-10_1_200	RhASF-10	1	200	214245	214649	-1	D										Winged helix DNA-binding domain [PF13463.11]; MarR family [PF01047.27]; Transcriptional regulator SarA/Rot [PF22381.1]; MarR family [PF12802.12]					0
RhASF-10_1_201	RhASF-10	1	201	214646	216061	-1	C	K08166	MFS transporter, DHA2 family, methylenomycin A resistance protein								Major Facilitator Superfamily [PF07690.21]; Fungal trichothecene efflux pump (TRI12) [PF06609.18]; Sugar (and other) transporter [PF00083.29]					0
RhASF-10_1_202	RhASF-10	1	202	216202	216432	1	E															0
RhASF-10_1_203	RhASF-10	1	203	216434	217444	-1	C	K06949	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]								RsgA GTPase [PF03193.21]; 50S ribosome-binding GTPase [PF01926.28]; AIG1 family [PF04548.21]					0
RhASF-10_1_204	RhASF-10	1	204	217586	219034	-1	C	K00697	trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]								Glycosyltransferase family 20 [PF00982.26]	GT20	GT20 alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15); Glucosylglycerol-phosphate synthase (EC 2.4.1.213); trehalose-6-P phosphatase (EC 3.1.3.12); [retaining] GDP-valeniol: validamine 7-phosphate valeniolyltransferase (EC 2.-.-.-)	2.4.1.15,2.4.1.213,2.-.-.-,3.1.3.12	GT20.hmm	0
RhASF-10_1_205	RhASF-10	1	205	219371	221119	1	C	K02021	putative ABC transport system ATP-binding protein								ABC transporter [PF00005.32]					0
RhASF-10_1_206	RhASF-10	1	206	221116	222864	1	C	K06148	ATP-binding cassette, subfamily C, bacterial								ABC transporter transmembrane region [PF00664.28]; ABC transporter [PF00005.32]					0
RhASF-10_1_207	RhASF-10	1	207	222934	223500	1	D										Tetracyclin repressor-like, C-terminal domain [PF13305.11]					0
RhASF-10_1_208	RhASF-10	1	208	223502	223990	1	D										FBP C-terminal treble-clef zinc-finger [PF16571.10]					0
RhASF-10_1_209	RhASF-10	1	209	224125	224778	-1	E															0
RhASF-10_1_210	RhASF-10	1	210	224809	225336	-1	E															0
RhASF-10_1_211	RhASF-10	1	211	225429	226238	1	D			MER0507540	S33	MER0507540 - family S33 unassigned peptidases (Rhodococcus pyridinivorans) [S33.UPW]#S33#{peptidase unit: 9-265}~source YP_008989121~	True	0.75	396.0	1.163e-123	Alpha/beta hydrolase family [PF12697.12]; alpha/beta hydrolase fold [PF00561.25]; Serine aminopeptidase, S33 [PF12146.13]; TAP-like protein [PF08386.15]; Prolyl oligopeptidase family [PF00326.26]					0
RhASF-10_1_212	RhASF-10	1	212	226329	226589	1	C	K05375	MbtH protein								MbtH-like protein [PF03621.18]					0
RhASF-10_1_213	RhASF-10	1	213	226600	228063	-1	D										Putative threonine/serine exporter [PF06738.17]; Threonine/Serine exporter, ThrE [PF12821.12]					0
RhASF-10_1_214	RhASF-10	1	214	228379	229359	-1	C	K08974	putative membrane protein								Undecaprenyl phosphate translocase-like [PF04018.18]					0
RhASF-10_1_215	RhASF-10	1	215	229594	230403	-1	E															0
RhASF-10_1_216	RhASF-10	1	216	230400	232118	-1	C	K05898	3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]								FAD binding domain [PF00890.29]; FAD dependent oxidoreductase [PF01266.29]; FAD dependent oxidoreductase [PF12831.12]; HI0933-like protein Rossmann domain [PF03486.19]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]; Thi4 family [PF01946.22]; Lycopene cyclase protein [PF05834.17]; FAD binding domain [PF01494.24]					0
RhASF-10_1_217	RhASF-10	1	217	232120	233205	-1	C	K13020	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]								Oxidoreductase family, C-terminal alpha/beta domain [PF02894.22]; Oxidoreductase family, NAD-binding Rossmann fold [PF01408.27]; GFO/IDH/MocA C-terminal domain [PF22725.1]; Homoserine dehydrogenase, NAD binding domain [PF03447.21]; NADP oxidoreductase coenzyme F420-dependent [PF03807.22]					0
