Protein	Annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Succinate_1 Spectral Count	Succinate_2 Spectral Count	Succinate_3 Spectral Count	PELW_1 Spectral Count	PELW_2 Spectral Count	PELW_3 Spectral Count	Succinate_1 Unique Spectral Count	Succinate_2 Unique Spectral Count	Succinate_3 Unique Spectral Count	PELW_1 Unique Spectral Count	PELW_2 Unique Spectral Count	PELW_3 Unique Spectral Count	Succinate_1 Total Spectral Count	Succinate_2 Total Spectral Count	Succinate_3 Total Spectral Count	PELW_1 Total Spectral Count	PELW_2 Total Spectral Count	PELW_3 Total Spectral Count	Succinate_1 Intensity	Succinate_2 Intensity	Succinate_3 Intensity	PELW_1 Intensity	PELW_2 Intensity	PELW_3 Intensity	Succinate_1 MaxLFQ Intensity	Succinate_2 MaxLFQ Intensity	Succinate_3 MaxLFQ Intensity	PELW_1 MaxLFQ Intensity	PELW_2 MaxLFQ Intensity	PELW_3 MaxLFQ Intensity	Indistinguishable Proteins
RhASF-10_1_1056	RhASF-10_1_1056 rank: E	RhASF-10_1_1056 rank: E		204			RhASF-10_1_1056 rank: E	1.0	0.999	8	64	64	64	0	2	6	19	19	18	0	2	6	19	19	18	0	2	6	19	19	18	11784.133	46371.277	69735.586	210736.48	200097.03	193254.48	0.0	25526.545	38065.2	86731.664	78976.49	87047.43	
RhASF-10_1_1057	RhASF-10_1_1057 rank: D; Aldehyde dehydrogenase family [PF00171.27] (db=pfam)	RhASF-10_1_1057 rank: D; Aldehyde dehydrogenase family [PF00171.27] (db=pfam)		478			RhASF-10_1_1057 rank: D; Aldehyde dehydrogenase family [PF00171.27] (db=pfam)	1.0	0.999	22	108	108	108	0	0	0	37	34	37	0	0	0	37	34	37	0	0	0	37	34	37	0.0	83120.83	82175.76	700342.94	632233.75	622418.8	0.0	31642.871	25001.357	268813.56	249971.4	261947.6	
RhASF-10_1_106	RhASF-10_1_106 rank: D; GAF domain [PF13185.11]; GAF domain [PF01590.31]; ANTAR domain [PF03861.19] (db=pfam)	RhASF-10_1_106 rank: D; GAF domain [PF13185.11]; GAF domain [PF01590.31]; ANTAR domain [PF03861.19] (db=pfam)		267			RhASF-10_1_106 rank: D; GAF domain [PF13185.11]; GAF domain [PF01590.31]; ANTAR domain [PF03861.19] (db=pfam)	1.0	0.999	5	12	12	12	0	1	1	3	4	3	0	1	1	3	4	3	0	1	1	3	4	3	0.0	0.0	119839.19	46258.52	24559.434	45163.65	0.0	0.0	14311.709	37829.465	64699.305	43156.18	
RhASF-10_1_1064	RhASF-10_1_1064 rank: D; Zinc-binding dehydrogenase [PF00107.31]; Alcohol dehydrogenase GroES-like domain [PF08240.17]; Glucose dehydrogenase C-terminus [PF16912.10] (db=pfam)	RhASF-10_1_1064 rank: D; Zinc-binding dehydrogenase [PF00107.31]; Alcohol dehydrogenase GroES-like domain [PF08240.17]; Glucose dehydrogenase C-terminus [PF16912.10] (db=pfam)		348			RhASF-10_1_1064 rank: D; Zinc-binding dehydrogenase [PF00107.31]; Alcohol dehydrogenase GroES-like domain [PF08240.17]; Glucose dehydrogenase C-terminus [PF16912.10] (db=pfam)	1.0	0.999	9	87	87	87	12	17	24	12	11	11	12	17	24	12	11	11	12	17	24	12	11	11	196594.52	191586.1	199474.05	181543.48	109709.65	176146.55	44128.223	41411.598	42266.234	39628.375	34610.332	38343.7	
RhASF-10_1_1071	RhASF-10_1_1071 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10] (db=pfam)	RhASF-10_1_1071 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10] (db=pfam)		260			RhASF-10_1_1071 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10] (db=pfam)	0.9998	0.999	3	7	7	7	0	0	0	1	6	0	0	0	0	1	6	0	0	0	0	1	6	0	9598.4795	0.0	9721.232	33604.215	32662.84	19836.822	0.0	0.0	0.0	15493.283	15226.654	11364.034	
RhASF-10_1_1073	RhASF-10_1_1073 rank: C; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex (db=kegg)	RhASF-10_1_1073 rank: C; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex (db=kegg)		248			RhASF-10_1_1073 rank: C; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex (db=kegg)	1.0	0.999	9	48	48	48	1	2	2	15	9	19	1	2	2	15	9	19	1	2	2	15	9	19	64601.547	78793.164	49593.207	226616.56	156613.23	224911.94	16286.667	20349.914	18366.525	44484.508	32789.04	43825.363	
RhASF-10_1_1074	RhASF-10_1_1074 rank: C; TetR/AcrR family transcriptional regulator, regulator of mycofactocin system (db=kegg)	RhASF-10_1_1074 rank: C; TetR/AcrR family transcriptional regulator, regulator of mycofactocin system (db=kegg)		217			RhASF-10_1_1074 rank: C; TetR/AcrR family transcriptional regulator, regulator of mycofactocin system (db=kegg)	1.0	0.999	5	27	27	27	1	0	0	9	8	9	1	0	0	9	8	9	1	0	0	9	8	9	22273.574	20535.35	30959.46	195571.31	115688.96	177861.6	12559.219	11618.268	14063.4795	66570.18	34582.85	58067.18	
RhASF-10_1_1076	RhASF-10_1_1076 rank: C; mycofactocin biosynthesis protein MftB (db=kegg)	RhASF-10_1_1076 rank: C; mycofactocin biosynthesis protein MftB (db=kegg)		97			RhASF-10_1_1076 rank: C; mycofactocin biosynthesis protein MftB (db=kegg)	1.0	0.999	2	14	14	14	0	0	0	2	11	1	0	0	0	2	11	1	0	0	0	2	11	1	0.0	0.0	0.0	41974.008	31274.143	14028.018	0.0	0.0	0.0	17399.123	22860.34	6736.771	
RhASF-10_1_1077	RhASF-10_1_1077 rank: C; [mycofactocin precursor peptide]-tyrosine decarboxylase / 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase [EC:1.3.98.7 4.1.99.26] (db=kegg)	RhASF-10_1_1077 rank: C; [mycofactocin precursor peptide]-tyrosine decarboxylase / 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase [EC:1.3.98.7 4.1.99.26] (db=kegg)		410			RhASF-10_1_1077 rank: C; [mycofactocin precursor peptide]-tyrosine decarboxylase / 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase [EC:1.3.98.7 4.1.99.26] (db=kegg)	1.0	0.999	13	105	29	105	1	1	2	37	39	25	0	0	1	12	10	6	1	1	2	37	39	25	35983.863	24856.523	22215.863	787131.8	772572.56	495153.34	15368.742	14097.042	15254.218	166763.55	159657.92	98092.12	
RhASF-10_1_1078	RhASF-10_1_1078 rank: C; pre-mycofactocin synthase [EC:1.4.3.26] (db=kegg)	RhASF-10_1_1078 rank: C; pre-mycofactocin synthase [EC:1.4.3.26] (db=kegg)		392			RhASF-10_1_1078 rank: C; pre-mycofactocin synthase [EC:1.4.3.26] (db=kegg)	1.0	0.999	21	534	343	534	31	37	34	178	129	125	18	24	19	111	91	80	31	37	34	178	129	125	861873.06	944126.06	734436.7	1.1917775E7	4633978.5	6853865.0	130304.56	139689.02	130995.2	1797909.9	766465.25	1028991.56	
RhASF-10_1_1079	RhASF-10_1_1079 rank: C; pre-mycofactocin synthase [EC:1.4.3.26] (db=kegg)	RhASF-10_1_1079 rank: C; pre-mycofactocin synthase [EC:1.4.3.26] (db=kegg)		391			RhASF-10_1_1079 rank: C; pre-mycofactocin synthase [EC:1.4.3.26] (db=kegg)	1.0	0.999	13	78	62	103	0	1	0	31	28	18	0	1	0	29	17	15	1	2	1	39	35	25	118810.12	124055.75	120643.64	541142.6	394656.66	396375.03	0.0	56855.18	30105.684	226612.31	168088.67	159494.33	
RhASF-10_1_1081	RhASF-10_1_1081 rank: D; Novel STAND NTPase 1 [PF20703.2]; Anaphase-promoting complex subunit 4 WD40 domain [PF12894.12]; YNCE-like beta-propeller [PF21783.2]; Lactonase, 7-bladed beta-propeller [PF10282.14]; WD domain, G-beta repeat [PF00400.37]; Neurobeachin beta propeller domain [PF20426.3]; AAA ATPase domain [PF13191.11]; WD40 region of Ge1, enhancer of mRNA-decapping protein [PF16529.10] (db=pfam)	RhASF-10_1_1081 rank: D; Novel STAND NTPase 1 [PF20703.2]; Anaphase-promoting complex subunit 4 WD40 domain [PF12894.12]; YNCE-like beta-propeller [PF21783.2]; Lactonase, 7-bladed beta-propeller [PF10282.14]; WD domain, G-beta repeat [PF00400.37]; Neurobeachin beta propeller domain [PF20426.3]; AAA ATPase domain [PF13191.11]; WD40 region of Ge1, enhancer of mRNA-decapping protein [PF16529.10] (db=pfam)		1257			RhASF-10_1_1081 rank: D; Novel STAND NTPase 1 [PF20703.2]; Anaphase-promoting complex subunit 4 WD40 domain [PF12894.12]; YNCE-like beta-propeller [PF21783.2]; Lactonase, 7-bladed beta-propeller [PF10282.14]; WD domain, G-beta repeat [PF00400.37]; Neurobeachin beta propeller domain [PF20426.3]; AAA ATPase domain [PF13191.11]; WD40 region of Ge1, enhancer of mRNA-decapping protein [PF16529.10] (db=pfam)	0.9999	0.9986	3	4	4	4	0	0	2	1	0	1	0	0	2	1	0	1	0	0	2	1	0	1	23152.596	24102.434	121226.45	71251.016	5960.2324	14024.322	0.0	49775.777	58971.66	34894.824	0.0	0.0	
RhASF-10_1_1082	RhASF-10_1_1082 rank: C; allantoin racemase [EC:5.1.99.3] (db=kegg)	RhASF-10_1_1082 rank: C; allantoin racemase [EC:5.1.99.3] (db=kegg)		247			RhASF-10_1_1082 rank: C; allantoin racemase [EC:5.1.99.3] (db=kegg)	1.0	0.999	3	25	25	25	7	6	5	2	4	1	7	6	5	2	4	1	7	6	5	2	4	1	40181.547	68483.88	44965.98	9962.475	26354.3	8423.781	25854.035	25745.002	28879.152	0.0	15155.005	0.0	
RhASF-10_1_1085	RhASF-10_1_1085 rank: C; mycofactocin precursor peptide peptidase [EC:3.4.14.14] (db=kegg)	RhASF-10_1_1085 rank: C; mycofactocin precursor peptide peptidase [EC:3.4.14.14] (db=kegg)		228			RhASF-10_1_1085 rank: C; mycofactocin precursor peptide peptidase [EC:3.4.14.14] (db=kegg)	1.0	0.999	8	72	72	72	10	14	13	10	11	14	10	14	13	10	11	14	10	14	13	10	11	14	113678.55	111823.12	123467.24	205192.86	148137.33	181675.62	28118.656	27820.08	31289.93	42783.152	34958.996	37674.277	
RhASF-10_1_1086	RhASF-10_1_1086 rank: C; mycofactocin glycosyltransferase (db=kegg)	RhASF-10_1_1086 rank: C; mycofactocin glycosyltransferase (db=kegg)		508			RhASF-10_1_1086 rank: C; mycofactocin glycosyltransferase (db=kegg)	1.0	0.999	9	33	33	33	6	6	5	4	6	6	6	6	5	4	6	6	6	6	5	4	6	6	114760.04	79940.07	112976.81	85116.08	79093.06	195025.9	40950.645	39599.195	42034.156	42258.73	43258.79	45990.707	
RhASF-10_1_1087	RhASF-10_1_1087 rank: D; GMC oxidoreductase [PF00732.24]; GMC oxidoreductase [PF05199.18] (db=pfam)	RhASF-10_1_1087 rank: D; GMC oxidoreductase [PF00732.24]; GMC oxidoreductase [PF05199.18] (db=pfam)		461			RhASF-10_1_1087 rank: D; GMC oxidoreductase [PF00732.24]; GMC oxidoreductase [PF05199.18] (db=pfam)	1.0	0.999	4	34	34	34	3	3	1	8	6	13	3	3	1	8	6	13	3	3	1	8	6	13	22343.027	29361.584	24034.016	65423.07	68406.805	60134.336	12298.039	12239.586	13418.776	23307.293	29906.79	21723.043	
RhASF-10_1_1089	RhASF-10_1_1089 rank: E	RhASF-10_1_1089 rank: E		431			RhASF-10_1_1089 rank: E	1.0	0.999	12	74	74	74	1	0	4	21	26	22	1	0	4	21	26	22	1	0	4	21	26	22	55297.613	86055.336	66874.72	305102.3	330246.12	279939.66	18194.852	21052.477	20680.664	70041.07	79533.59	68094.695	
RhASF-10_1_1090	RhASF-10_1_1090 rank: C; aldehyde dehydrogenase [EC:1.2.1.-] (db=kegg)	RhASF-10_1_1090 rank: C; aldehyde dehydrogenase [EC:1.2.1.-] (db=kegg)		507			RhASF-10_1_1090 rank: C; aldehyde dehydrogenase [EC:1.2.1.-] (db=kegg)	1.0	0.999	34	2618	2618	2618	154	180	164	805	701	614	154	180	164	805	701	614	154	180	164	805	701	614	7026379.0	7996970.0	7792658.5	1.15727656E8	6.164408E7	7.8154736E7	774630.94	877715.5	874762.1	1.1954961E7	7385264.0	8119353.5	
RhASF-10_1_1091	RhASF-10_1_1091 rank: C; uncharacterized protein (db=kegg)	RhASF-10_1_1091 rank: C; uncharacterized protein (db=kegg)		179			RhASF-10_1_1091 rank: C; uncharacterized protein (db=kegg)	1.0	0.999	8	84	84	84	2	5	4	32	17	24	2	5	4	32	17	24	2	5	4	32	17	24	44432.902	59197.484	59682.965	1466089.2	848105.75	874670.25	17872.607	23836.05	24011.459	496765.06	257020.66	310618.44	
RhASF-10_1_1092	RhASF-10_1_1092 rank: D; Cation efflux family [PF01545.26] (db=pfam)	RhASF-10_1_1092 rank: D; Cation efflux family [PF01545.26] (db=pfam)		330			RhASF-10_1_1092 rank: D; Cation efflux family [PF01545.26] (db=pfam)	1.0	0.999	3	13	13	13	2	2	2	1	3	3	2	2	2	1	3	3	2	2	2	1	3	3	31026.152	29373.346	31980.992	47121.848	23047.555	44540.1	14423.653	15278.628	14495.039	21911.043	22026.195	23508.227	
RhASF-10_1_1093	RhASF-10_1_1093 rank: C; ethanolamine permease (db=kegg)	RhASF-10_1_1093 rank: C; ethanolamine permease (db=kegg)		484			RhASF-10_1_1093 rank: C; ethanolamine permease (db=kegg)	1.0	0.999	3	39	39	39	1	0	4	15	7	12	1	0	4	15	7	12	1	0	4	15	7	12	150215.75	137419.12	120910.305	272165.75	221855.05	228950.44	78263.38	78815.1	73456.17	157855.97	159451.5	126788.445	
RhASF-10_1_1094	RhASF-10_1_1094 rank: C; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7] (db=kegg)	RhASF-10_1_1094 rank: C; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7] (db=kegg)		470			RhASF-10_1_1094 rank: C; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7] (db=kegg)	1.0	0.999	13	88	88	88	0	0	0	26	31	31	0	0	0	26	31	31	0	0	0	26	31	31	12288.099	12370.8125	13622.638	586933.3	374378.22	354271.38	6975.3687	7014.7227	6693.4067	91127.47	67700.125	55909.695	
RhASF-10_1_1095	RhASF-10_1_1095 rank: C; ethanolamine ammonia-lyase small subunit [EC:4.3.1.7] (db=kegg)	RhASF-10_1_1095 rank: C; ethanolamine ammonia-lyase small subunit [EC:4.3.1.7] (db=kegg)		258			RhASF-10_1_1095 rank: C; ethanolamine ammonia-lyase small subunit [EC:4.3.1.7] (db=kegg)	1.0	0.999	7	51	51	51	0	0	0	15	25	11	0	0	0	15	25	11	0	0	0	15	25	11	767464.25	12221.064	12618.381	403500.2	265309.1	211665.53	15443.287	16589.938	16663.969	323263.78	195887.66	188406.11	
RhASF-10_1_1096	RhASF-10_1_1096 rank: C; fatty-acyl-CoA synthase [EC:6.2.1.-] (db=kegg)	RhASF-10_1_1096 rank: C; fatty-acyl-CoA synthase [EC:6.2.1.-] (db=kegg)		553			RhASF-10_1_1096 rank: C; fatty-acyl-CoA synthase [EC:6.2.1.-] (db=kegg)	1.0	0.999	14	113	113	113	0	0	3	44	31	35	0	0	3	44	31	35	0	0	3	44	31	35	27362.98	19298.791	150645.06	584593.44	631679.4	624530.06	14644.103	13540.884	23068.76	122069.484	139847.36	138757.88	
RhASF-10_1_1097	RhASF-10_1_1097 rank: C; acetoacetyl-CoA synthetase [EC:6.2.1.16] (db=kegg)	RhASF-10_1_1097 rank: C; acetoacetyl-CoA synthetase [EC:6.2.1.16] (db=kegg)		648			RhASF-10_1_1097 rank: C; acetoacetyl-CoA synthetase [EC:6.2.1.16] (db=kegg)	1.0	0.999	13	160	160	160	24	19	38	25	32	22	24	19	38	25	32	22	24	19	38	25	32	22	296490.62	302345.66	300153.8	403510.9	404825.62	446562.8	43505.168	44002.875	44065.3	58048.83	62276.145	61227.69	
RhASF-10_1_1098	RhASF-10_1_1098 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)	RhASF-10_1_1098 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)		144			RhASF-10_1_1098 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)	1.0	0.999	8	75	75	89	11	15	12	13	9	15	11	15	12	13	9	15	13	17	14	16	11	18	246984.5	326807.3	270926.7	222691.47	202953.33	232917.94	129803.82	142840.9	128763.46	118834.5	126574.23	119000.55	
RhASF-10_1_1099	RhASF-10_1_1099 rank: D; Amidohydrolase family [PF07969.16] (db=pfam)	RhASF-10_1_1099 rank: D; Amidohydrolase family [PF07969.16] (db=pfam)		485			RhASF-10_1_1099 rank: D; Amidohydrolase family [PF07969.16] (db=pfam)	1.0	0.999	27	317	317	317	66	57	55	46	45	48	66	57	55	46	45	48	66	57	55	46	45	48	938924.4	944497.56	1000716.1	1285172.8	655686.5	834185.0	112213.125	112185.2	115801.88	106485.37	92613.086	106243.51	
RhASF-10_1_11	RhASF-10_1_11 rank: D; Glycosyl transferases group 1 [PF00534.25]; Glycosyl transferases group 1 [PF13692.11]; Family 4 Glycosyltransferase in conflict systems [PF20706.2]; Glycosyltransferase Family 4 [PF13439.11]; Glycosyl transferases group 1 [PF13524.11]; Glycosyl transferase 4-like domain [PF13579.11] (db=pfam)	RhASF-10_1_11 rank: D; Glycosyl transferases group 1 [PF00534.25]; Glycosyl transferases group 1 [PF13692.11]; Family 4 Glycosyltransferase in conflict systems [PF20706.2]; Glycosyltransferase Family 4 [PF13439.11]; Glycosyl transferases group 1 [PF13524.11]; Glycosyl transferase 4-like domain [PF13579.11] (db=pfam)		365			RhASF-10_1_11 rank: D; Glycosyl transferases group 1 [PF00534.25]; Glycosyl transferases group 1 [PF13692.11]; Family 4 Glycosyltransferase in conflict systems [PF20706.2]; Glycosyltransferase Family 4 [PF13439.11]; Glycosyl transferases group 1 [PF13524.11]; Glycosyl transferase 4-like domain [PF13579.11] (db=pfam)	1.0	0.999	16	161	161	161	24	27	32	24	26	28	24	27	32	24	26	28	24	27	32	24	26	28	327988.53	375204.7	382995.8	380875.84	241519.36	360861.44	45169.88	49274.71	50957.406	48703.066	40957.54	45944.074	
RhASF-10_1_1104	RhASF-10_1_1104 rank: D; Pyridoxamine 5'-phosphate oxidase [PF12900.12] (db=pfam)	RhASF-10_1_1104 rank: D; Pyridoxamine 5'-phosphate oxidase [PF12900.12] (db=pfam)		165			RhASF-10_1_1104 rank: D; Pyridoxamine 5'-phosphate oxidase [PF12900.12] (db=pfam)	1.0	0.999	4	37	37	37	3	19	8	1	2	4	3	19	8	1	2	4	3	19	8	1	2	4	84777.37	92437.05	77445.586	131025.22	70612.914	116456.09	42053.67	46208.543	39448.844	68521.76	89661.47	58635.785	
RhASF-10_1_1105	RhASF-10_1_1105 rank: C; glyine---[glycyl-carrier protein] ligase [EC:6.2.1.66] (db=kegg)	RhASF-10_1_1105 rank: C; glyine---[glycyl-carrier protein] ligase [EC:6.2.1.66] (db=kegg)		6930			RhASF-10_1_1105 rank: C; glyine---[glycyl-carrier protein] ligase [EC:6.2.1.66] (db=kegg)	1.0	0.999	268	3680	3678	3737	655	627	632	578	547	641	655	627	631	578	547	640	665	638	639	586	559	650	1.6009997E7	1.7017854E7	1.654743E7	2.0120534E7	1.5261566E7	2.1471408E7	1074107.5	1109304.4	1100583.1	1116510.9	980753.7	1192269.5	
RhASF-10_1_1106	RhASF-10_1_1106 rank: C; tyrocidine synthetase III (db=kegg)	RhASF-10_1_1106 rank: C; tyrocidine synthetase III (db=kegg)		7249			RhASF-10_1_1106 rank: C; tyrocidine synthetase III (db=kegg)	1.0	0.999	267	3754	3697	3754	590	623	636	654	555	696	580	612	629	646	543	687	590	623	636	654	555	696	1.5367117E7	1.6237415E7	1.6425595E7	1.8830824E7	1.3545161E7	1.9181402E7	436603.3	450262.12	452102.28	519843.75	443607.44	541891.44	
RhASF-10_1_1107	RhASF-10_1_1107 rank: D; Condensation domain [PF00668.25]; AMP-binding enzyme [PF00501.33]; Thioesterase domain [PF00975.25]; AMP-binding enzyme C-terminal domain [PF13193.11]; Phosphopantetheine attachment site [PF00550.30] (db=pfam)	RhASF-10_1_1107 rank: D; Condensation domain [PF00668.25]; AMP-binding enzyme [PF00501.33]; Thioesterase domain [PF00975.25]; AMP-binding enzyme C-terminal domain [PF13193.11]; Phosphopantetheine attachment site [PF00550.30] (db=pfam)		1951			RhASF-10_1_1107 rank: D; Condensation domain [PF00668.25]; AMP-binding enzyme [PF00501.33]; Thioesterase domain [PF00975.25]; AMP-binding enzyme C-terminal domain [PF13193.11]; Phosphopantetheine attachment site [PF00550.30] (db=pfam)	1.0	0.999	73	1072	1072	1074	177	184	170	182	164	195	177	184	170	182	164	195	177	184	171	182	164	196	5611699.0	5630644.5	5806955.5	6744581.0	4977339.5	7046622.0	501132.28	498224.72	494805.75	578955.6	415639.62	576206.0	
RhASF-10_1_1108	RhASF-10_1_1108 rank: D; Condensation domain [PF00668.25]; AMP-binding enzyme [PF00501.33]; Thioesterase domain [PF00975.25]; AMP-binding enzyme C-terminal domain [PF13193.11]; Phosphopantetheine attachment site [PF00550.30] (db=pfam)	RhASF-10_1_1108 rank: D; Condensation domain [PF00668.25]; AMP-binding enzyme [PF00501.33]; Thioesterase domain [PF00975.25]; AMP-binding enzyme C-terminal domain [PF13193.11]; Phosphopantetheine attachment site [PF00550.30] (db=pfam)		4572			RhASF-10_1_1108 rank: D; Condensation domain [PF00668.25]; AMP-binding enzyme [PF00501.33]; Thioesterase domain [PF00975.25]; AMP-binding enzyme C-terminal domain [PF13193.11]; Phosphopantetheine attachment site [PF00550.30] (db=pfam)	1.0	0.999	110	835	835	849	157	166	170	102	104	136	157	166	170	102	104	136	160	168	173	102	107	139	2464155.0	2715415.2	2656545.0	1960796.1	1463183.5	2047131.4	99676.94	105429.95	105551.266	84003.08	73197.69	84399.02	
RhASF-10_1_1109	RhASF-10_1_1109 rank: D; Glycosyltransferase like family 2 [PF13641.11]; Glycosyl transferase family 2 [PF00535.31]; Glycosyltransferase like family 2 [PF10111.14]; Glycosyl transferase family group 2 [PF13632.11]; Glycosyl transferase family 21 [PF13506.11] (db=pfam)	RhASF-10_1_1109 rank: D; Glycosyltransferase like family 2 [PF13641.11]; Glycosyl transferase family 2 [PF00535.31]; Glycosyltransferase like family 2 [PF10111.14]; Glycosyl transferase family group 2 [PF13632.11]; Glycosyl transferase family 21 [PF13506.11] (db=pfam)		284			RhASF-10_1_1109 rank: D; Glycosyltransferase like family 2 [PF13641.11]; Glycosyl transferase family 2 [PF00535.31]; Glycosyltransferase like family 2 [PF10111.14]; Glycosyl transferase family group 2 [PF13632.11]; Glycosyl transferase family 21 [PF13506.11] (db=pfam)	1.0	0.999	12	189	189	189	39	33	36	29	21	31	39	33	36	29	21	31	39	33	36	29	21	31	450302.72	437943.0	437487.94	374713.12	355435.06	393717.28	82134.16	82031.66	80431.52	70737.52	75679.28	72618.01	
RhASF-10_1_1110	RhASF-10_1_1110 rank: C; triacylglycerol lipase [EC:3.1.1.3] (db=kegg)	RhASF-10_1_1110 rank: C; triacylglycerol lipase [EC:3.1.1.3] (db=kegg)		307			RhASF-10_1_1110 rank: C; triacylglycerol lipase [EC:3.1.1.3] (db=kegg)	1.0	0.999	6	132	132	132	32	27	26	16	14	17	32	27	26	16	14	17	32	27	26	16	14	17	2072178.5	1485839.2	1851176.4	551492.8	461194.56	673517.8	530524.25	366005.3	459005.44	147236.39	118584.49	180392.19	
RhASF-10_1_1111	RhASF-10_1_1111 rank: D; ABC-2 type transporter [PF01061.29] (db=pfam)	RhASF-10_1_1111 rank: D; ABC-2 type transporter [PF01061.29] (db=pfam)		282			RhASF-10_1_1111 rank: D; ABC-2 type transporter [PF01061.29] (db=pfam)	1.0	0.999	3	30	30	30	3	7	9	3	5	3	3	7	9	3	5	3	3	7	9	3	5	3	150691.69	157780.97	156550.42	127781.87	105390.14	127806.6	73917.99	99406.95	92598.234	78894.38	117195.21	82949.42	
RhASF-10_1_1112	RhASF-10_1_1112 rank: E	RhASF-10_1_1112 rank: E		285			RhASF-10_1_1112 rank: E	1.0	0.999	2	25	25	25	4	6	6	3	3	3	4	6	6	3	3	3	4	6	6	3	3	3	109621.234	135244.44	109644.05	84236.78	92336.94	91182.49	49194.375	65184.547	49325.22	40219.69	50999.99	44609.816	
RhASF-10_1_1113	RhASF-10_1_1113 rank: C; ABC-2 type transport system ATP-binding protein (db=kegg)	RhASF-10_1_1113 rank: C; ABC-2 type transport system ATP-binding protein (db=kegg)		323			RhASF-10_1_1113 rank: C; ABC-2 type transport system ATP-binding protein (db=kegg)	1.0	0.999	15	235	235	235	47	46	43	35	31	33	47	46	43	35	31	33	47	46	43	35	31	33	1667500.2	1798608.4	1828216.0	1258173.2	1073346.5	1278748.1	274423.75	292255.44	291693.7	225291.33	237880.9	242499.2	
RhASF-10_1_1114	RhASF-10_1_1114 rank: C; alpha-N-dichloroacetyl-p-aminophenylserinol N-oxygenase [EC:1.14.99.67] (db=kegg)	RhASF-10_1_1114 rank: C; alpha-N-dichloroacetyl-p-aminophenylserinol N-oxygenase [EC:1.14.99.67] (db=kegg)		317			RhASF-10_1_1114 rank: C; alpha-N-dichloroacetyl-p-aminophenylserinol N-oxygenase [EC:1.14.99.67] (db=kegg)	1.0	0.999	11	143	143	143	19	30	29	20	21	24	19	30	29	20	21	24	19	30	29	20	21	24	441700.6	492817.12	505173.8	598285.8	461073.38	594576.8	109993.375	115372.336	116209.13	139399.06	120405.98	144759.38	
RhASF-10_1_1115	RhASF-10_1_1115 rank: C; 4-amino-4-deoxyprephenate dehydrogenase [EC:1.3.1.121] (db=kegg)	RhASF-10_1_1115 rank: C; 4-amino-4-deoxyprephenate dehydrogenase [EC:1.3.1.121] (db=kegg)		300			RhASF-10_1_1115 rank: C; 4-amino-4-deoxyprephenate dehydrogenase [EC:1.3.1.121] (db=kegg)	1.0	0.999	8	133	133	133	26	20	21	18	26	22	26	20	21	18	26	22	26	20	21	18	26	22	285740.7	290150.3	283787.12	326677.4	315449.06	311799.25	72387.95	69749.68	72467.16	78012.39	54920.38	72642.49	
RhASF-10_1_1116	RhASF-10_1_1116 rank: D; Domain of unknown function (DUF4442) [PF14539.11] (db=pfam)	RhASF-10_1_1116 rank: D; Domain of unknown function (DUF4442) [PF14539.11] (db=pfam)		164			RhASF-10_1_1116 rank: D; Domain of unknown function (DUF4442) [PF14539.11] (db=pfam)	1.0	0.999	4	36	36	36	3	6	6	8	4	9	3	6	6	8	4	9	3	6	6	8	4	9	98510.86	98417.91	103134.195	166215.69	108267.91	155378.03	44364.52	45555.95	46113.336	72031.47	65966.266	68591.305	
RhASF-10_1_1117	RhASF-10_1_1117 rank: C; small subunit ribosomal protein S10 (db=kegg)	RhASF-10_1_1117 rank: C; small subunit ribosomal protein S10 (db=kegg)		101			RhASF-10_1_1117 rank: C; small subunit ribosomal protein S10 (db=kegg)	1.0	0.999	8	235	235	235	45	48	39	34	40	29	45	48	39	34	40	29	45	48	39	34	40	29	7741844.0	8138336.0	8043712.0	7134232.5	4823075.0	6482393.5	3646520.8	3378805.8	3297948.2	3014486.8	2465879.5	2602416.5	
